,title,link
262,8.31早读 | The Kid LAROI、Justin Bieber - Stay,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554191&idx=1&sn=b71e5b6fea112df1eb4c84b20d8532b1&chksm=f7ebc6c2c09c4fd4bba4514e510f15cd1eb7a911c6ae7fefab52c680b4987e30f10268b7481f#rd
263,“忙得不可开交”用英语怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554191&idx=2&sn=ab13a24815ebd20be7a16f6ff1c4dac3&chksm=f7ebc6c2c09c4fd4f0486b59a360c15a218e2b4ce63c853c9da5bfd48c490c115cc034b704ad#rd
264,每日听写|8.31,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554191&idx=3&sn=fa36a672788b7896f899cb78ca57d51d&chksm=f7ebc6c2c09c4fd4f9d5d737de1b7a95d74821737901fda262f3cbc1afdde44ccf97401ec564#rd
265,我们一起神翻译|8.31,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554191&idx=4&sn=634a54d0bf3e987081311d82d660b5a6&chksm=f7ebc6c2c09c4fd49497d52c6c4aadfdc91299f5f84b410ac822304b871daeafaf6d82101a39#rd
266,每日一句|8.31,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554191&idx=5&sn=395bdc6accb4be5a774725b118aeceac&chksm=f7ebc6c2c09c4fd4ff095b758ee8880ef8304969e8230be1c4ae8e5e4eda55a580dd7ee6afef#rd
267,8.30早读 | 没有什么文字，也没有什么话语， 能够告诉我们的下一代应该成为什么样的人——唯有老师本人的为人,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554126&idx=1&sn=b048a1475f8c650f7ec5a0f675ee7297&chksm=f7ebc503c09c4c1506bc605f78f40a22b4930e0b5469823bcb2eaf153beeb5938abf8d287033#rd
268,【老外说】如何自学一门技能？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554126&idx=2&sn=c8f08f8820f283dc0ba06b8998cde236&chksm=f7ebc503c09c4c15d0f18977d0b8be769517f362e9c9a684c6affa532bb3ab62c52669bd4b92#rd
269,每日听写|8.30,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554126&idx=3&sn=e75e1c21a66571e331b8768163b91fd6&chksm=f7ebc503c09c4c15a6084d71a49539d40821b4599b1553d23833b3eb0cc720c6058ca35f0321#rd
270,我们一起神翻译|8.30,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554126&idx=4&sn=727328030713478b9fa8030b591ccb6a&chksm=f7ebc503c09c4c15ce374ac5db153ea2b134f2e62ccb25231a29b5709f9ffa6a1be60a052165#rd
271,每日一句|8.30,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554126&idx=5&sn=b68602a955fb2b8967fd226f6b1b1855&chksm=f7ebc503c09c4c15543dc11526e3e779eeb5221b2969418002d90f93759b40e772d81525ede4#rd
272,为你读诗——夜空中最亮的星（英文版）,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554103&idx=1&sn=4a1e4da2d977808614f9464eed262c87&chksm=f7ebc57ac09c4c6cbc270f94e345ec8ea5ddfd73649443b1ad9d03a0a7f49a1f9ebb2a1bbb33#rd
273,8.29早读 | 活在当下，比较快乐,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554103&idx=2&sn=e44e50e4dd2d3d2636abc1523f99518f&chksm=f7ebc57ac09c4c6c728d40d9f4dcee93df1812b0f699a12a17d44c0599da9935f403fc887d56#rd
274,每日听写|闻香识女人16,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554103&idx=3&sn=d0c8a44daecdd4a254feebaab9f6ddfa&chksm=f7ebc57ac09c4c6c1b89420f7fdb1fca75022c129dca06beff7dd196aa9b0d0fef8cefcf0516#rd
275,听歌学英文 | Lonely - Justin Bieber/Benny Blanco,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554088&idx=1&sn=0299bfe9937e473d61ef62f33e566314&chksm=f7ebc565c09c4c73bf3eaf7519715cc6c8ca1108f752f09534e9a6f9d5e3d81334c26d37e287#rd
276,8.28早读 | 不要故意忽视自己的悲伤，你可以寻求帮助,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554088&idx=2&sn=835fa12a25f22110fce4d15e595b774b&chksm=f7ebc565c09c4c73d25419bbd8d71771b3f3ba9d0542906e5606cca36bba4dd28985485274a2#rd
277,每日听写8.23-8.27中级汇总,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554088&idx=3&sn=a7a3e94aa8955e499fb96d33978afaeb&chksm=f7ebc565c09c4c737d0d3b904ef6b53dbe1bc7ed9c452d437e4e6de3c08f04f24b3c9a57e7c1#rd
278,8.27早读 | 温故而知新，可以为师矣,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554069&idx=1&sn=2082aa9a17589299718e0dd6fe36a7a2&chksm=f7ebc558c09c4c4eb7efd0e1c967b32713fa1d53b7b8ecdbc1109f2b4e58fda5107b4e363c8d#rd
279,“开门见山”用英语怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554069&idx=2&sn=1947f521e45d128012ff4cd62baf52dd&chksm=f7ebc558c09c4c4ed35a7e19d5271bc33adf2590bf22f9acbef170e1c6edd411f7d030db6e30#rd
280,每日听写|8.27,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554069&idx=3&sn=b982fce5f410795a33cab1435d5da13b&chksm=f7ebc558c09c4c4e4f535a32ec90b03e2ebed221b81c18f1e636ba562e859e4596cd404c878d#rd
281,我们一起神翻译|8.27,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554069&idx=4&sn=4d5543b398c003cf344d689d008bc0db&chksm=f7ebc558c09c4c4e07fc0ccf92ad4e2adcf32369ee0a6d7818af72d1957daa719b67f8c5c017#rd
282,每日一句|8.27,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554069&idx=5&sn=44beafb8c558f06f5e8c13842a77ee34&chksm=f7ebc558c09c4c4e76804616dd358bc64168bee3dc52c282172bec1f51559268f4b9f9f7cbae#rd
283,8.26早读 | 也许，我们是因为身边的人才成为现在的自己；又或许，是我们选择了留在身边的人,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554036&idx=1&sn=cec1fc80e72d8a9fa8c921d4039f7008&chksm=f7ebc5b9c09c4caff0804e0a591663ab910d6a441cc54f702f4061de730a2a030df560d95fe7#rd
284,看《致命女人2》学英语,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554036&idx=2&sn=29a18630749cc9bc20ec9b09b357a739&chksm=f7ebc5b9c09c4caf822957f3438c4d8c4839f9d2a66921bc2f2db806ddca5a342d74c037ec1f#rd
285,每日听写|8.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554036&idx=3&sn=df8deec89b98c83fb1d4bd79c5337719&chksm=f7ebc5b9c09c4caf0c015b6ab9c9fa49baa658125dfdbb3a3657de761efd5177a3074f87cf96#rd
286,我们一起神翻译|8.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554036&idx=4&sn=a395345bbb51173b3572a5bd7300661e&chksm=f7ebc5b9c09c4caf55eb5853b22f5a7c118e544dc164968b9da6d4a155b03d5d1712f609992b#rd
287,每日一句|8.26,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653554036&idx=5&sn=5032c037e21da141c4281778a864cc67&chksm=f7ebc5b9c09c4caf8aed8c1e0d97230350aefc5045a769e84edc3d7d38f842248322eb70a8dc#rd
288,8.25早读 | 愤怒正如强烈的香料，少量会让人清醒，而过多就会让人麻木,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553988&idx=1&sn=c17a7d3447ad07282d3f22cbfa0910ba&chksm=f7ebc589c09c4c9f50bf1789d82c9bc279a3e9b78d86d2b78238c5988cf66247800a5a46954a#rd
289,每日听写|8.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553988&idx=2&sn=2671e39edda85d5425568db7937d6120&chksm=f7ebc589c09c4c9fb3d9c4760249d31889a1f883f2b83aae91ccb76db609c7edfa9ce9f75ef3#rd
290,我们一起神翻译|8.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553988&idx=3&sn=5278aeae2aacb0cb0aa8c64d32bb596c&chksm=f7ebc589c09c4c9f599799b4c9638b88e67c2aa4402cce7b7aaf96add16993b600357504ba06#rd
291,每日一句|8.25,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553988&idx=4&sn=556dc7e5318a61396175aaccb9193496&chksm=f7ebc589c09c4c9f3d7c05b9886e2582596dad162a8be60b369cfbda7d7f23c68c46826b349e#rd
292,8.24早读 | Super Idol的笑容都没你的甜,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553964&idx=1&sn=2d6ed74e6ceeeb99d7013c93f894b350&chksm=f7ebc5e1c09c4cf7defe9efdda97d93805d6c6ab409ed98be61c492a986704ade73448986f52#rd
293,五百天早读，我收获了什么？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553964&idx=2&sn=ae5d5c7d182eb2d3a4cb1a51fbfa1f84&chksm=f7ebc5e1c09c4cf7eefc636880f6cd55eb4b5eb988dbec2e9addf647328d39a89666560293f2#rd
294,每日听写|8.24,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553964&idx=3&sn=25d395cbc82cad16fcb2571125820fca&chksm=f7ebc5e1c09c4cf731751f7ba9028922cdaab3dfd7aae83ab2ce73ef6e21073077543fb5b2ba#rd
295,我们一起神翻译|8.24,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553964&idx=4&sn=3962e85aff41f7c016385e7aef4c66ed&chksm=f7ebc5e1c09c4cf790baadf4285778a3a70d2c1f7545cc272aff86dd6235397cb23448b8c718#rd
296,每日一句|8.24,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553964&idx=5&sn=ebbad97c2f2c864f0c4e57926f15604e&chksm=f7ebc5e1c09c4cf7763abba9c9c9348a3a97c68009d4d6ae466960b041185855432c50066e90#rd
297,8.23早读 | 想帮助TA渡过困境？Just be there.,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553920&idx=1&sn=e703d8270d70a1bf21de1025589739f2&chksm=f7ebc5cdc09c4cdb565414f37e2a9919f1fba11a24c11fcb2b2b3cb288440ff313dc891a77c6#rd
298,【老外说】au pair 这份工作你了解吗？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553920&idx=2&sn=22fddba0bd629299523b178712874bf6&chksm=f7ebc5cdc09c4cdb2fb941ef9b2636528c9c9208dce4d514f8410e9fac7169c79db8e3712c70#rd
299,每日听写|8.23,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553920&idx=3&sn=7b457a56ab6338bb0e3152a2d0238355&chksm=f7ebc5cdc09c4cdbd5269de538c8a09dd214eba65adddc850768edfd0426ec56645b8b208a00#rd
300,我们一起神翻译|8.23,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553920&idx=4&sn=c2219873d7bd5b338c6bdd52009d614a&chksm=f7ebc5cdc09c4cdba0ba6ab916108456fc7e34f06e058f5db3f61311cd1f1da2d729e5fa3138#rd
301,每日一句|8.23,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553920&idx=5&sn=8f23b10cde111b03df340e7ce0677839&chksm=f7ebc5cdc09c4cdb07ccdb60506bc456dfcc28aedf5ee93497f19eb2b09b25405e77c3379f01#rd
302,为你读诗---从前慢,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553867&idx=1&sn=15558d81f1ce73fcae46d2a26a17f6c9&chksm=f7ebc406c09c4d1096864765518a62ca1872feba0158951f212e6319a1effa506b8c19e710e4#rd
303,8.22早读 | 开始为自己而活的那一刻，我感觉到了自由,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553867&idx=2&sn=46935ec2cf5eebd446fb69a5898d26bf&chksm=f7ebc406c09c4d101316b486040efba7f8bd3e1ca28e0b125e492805a6402cc679778d3e1957#rd
304,每日听写|闻香识女人15,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553867&idx=3&sn=505eeb81a02bd408735b32b1d8e7839d&chksm=f7ebc406c09c4d102f7c63b9ff219d60d6cb3e52381012992bae155f606826b9a1ea33a3f90e#rd
305,听歌学英文| Shutterbug,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553854&idx=1&sn=ace67947320e7ffc96d58ac136ead90f&chksm=f7ebc473c09c4d6520e9f3fc93aa4b134d3207ea90417de05eb04b7aea979dad192478569350#rd
306,8.21早读 | 最强大的是那些不害怕独自一人的人,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553854&idx=2&sn=a48aa1c9121514ee057f0251f2b24988&chksm=f7ebc473c09c4d657603c5ae79c79b85bda500045d97cf101e38253da6a679339eeb4ae30a47#rd
307,每日听写8.16-8.20初级汇总,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553854&idx=3&sn=a89c67b1a35013b969875404706437c8&chksm=f7ebc473c09c4d65b0cdb3b23d8baae2572267239b1bdc2fa3874b17c9d4e928a8e5eb642c89#rd
308,8.20早读 | 人无远虑，必有近忧,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553834&idx=1&sn=42a2ef3905d45c81d47d9dee5bebcd82&chksm=f7ebc467c09c4d71a9f5fc17e6014bc2a02eedf4590722dd57edb281f7449efc608239a70070#rd
309,“不可告人的秘密”和“骸骨”有什么关系？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553834&idx=2&sn=c476e6d6d355e1a41946321302947434&chksm=f7ebc467c09c4d7101604edd76e8389b925bf0dbe3af73452e7c6dffa52000891e4ef1af529b#rd
310,每日听写|8.20,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553834&idx=3&sn=01870dda600f428dc18bd9e698fe174e&chksm=f7ebc467c09c4d71488eb99f65dc6a134c604a7ce398f56673e1215af51e56b77dd29b3bb242#rd
311,我们一起神翻译|8.20,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553834&idx=4&sn=fd2d99f5565463baadaf3c7c748c6c85&chksm=f7ebc467c09c4d718d4d2ae71bb847e96803d458132c280ce1c01ee7047e794f61c0192599a7#rd
312,每日一句|8.20,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553834&idx=5&sn=1e507bb3dad61b388aa0f36eb8d4c12d&chksm=f7ebc467c09c4d7118b728b03ab985903c97527b45bbdab7aa60b9ac5b995e2c061700eabe68#rd
313,8.19早读 | 一想到我们可能失去一些珍贵的东西，我们的大脑就极其厌恶，以至于我们抛弃了所有理性的想法，去做些十分糟糕的决定,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553798&idx=1&sn=88974db5fa45341dfe8d572060ffa62a&chksm=f7ebc44bc09c4d5d7468de42dff4b108e01e2622da75843977a1bcdac6b28d8b90d7216048b0#rd
314,“我摊牌了”用英文怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553798&idx=2&sn=9de3781c10568aad033b2bd1ddbff81b&chksm=f7ebc44bc09c4d5de040a68a7150a10a9c5bb06f63ead8c5da9afbe2206f83dde7e1a639c128#rd
315,每日听写|8.19,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553798&idx=3&sn=4f4fdc2b39ba263ed497030c20939321&chksm=f7ebc44bc09c4d5d93a4207352e78f45b92140b9522a095d835a20740662ffac150d5c4574b3#rd
316,我们一起神翻译|8.19,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553798&idx=4&sn=1d88c271f29dd1fb929678f6ad9fee46&chksm=f7ebc44bc09c4d5db2ee310209e808f9ee1e6af06f9193c10ac48751d5740084f06c0079b800#rd
317,每日一句|8.19,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553798&idx=5&sn=68b184e9f3a53698373d60b0f9df5c8b&chksm=f7ebc44bc09c4d5d266baa7d4b8ff9a9e6524ddcb8187b2c204d894aee67267c4f2b4fce4040#rd
318,8.18早读 | 时间变迁，世事变幻。在时间的长河里，一个微不足道的变化常能铸就天翻地覆的差异,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553786&idx=1&sn=b7ae4c0c33f0a926872efe07aad714be&chksm=f7ebc4b7c09c4da197707eeca3fb0dbeef47d2f26f5aab2b4b8c3eac8b88047f654186a670b4#rd
319,每日听写|8.18,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553786&idx=2&sn=f8ddb5c5808f1b2163b501812fb02867&chksm=f7ebc4b7c09c4da16e18a0f14ca547ffed471f8d0f1390c1371aa91210cb4ed618944658128c#rd
320,我们一起神翻译|8.18,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553786&idx=3&sn=9c715d502cedafe537ae693e99f741a5&chksm=f7ebc4b7c09c4da101636082813939e6c5d606971801f7ec563cc8d05a8eefce1d5679a54ca0#rd
321,每日一句|8.18,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553786&idx=4&sn=441b2aad554467dacae8ba84fe6959cc&chksm=f7ebc4b7c09c4da1af6bb9f59af4628e9ad181da0977c43be1ff066dc57ef240d0e539a431c0#rd
322,8.17早读 | 与其难过，不如开心起来。至少你有地方可去,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553762&idx=1&sn=373f6400406f93a51de9509a4f24dcbb&chksm=f7ebc4afc09c4db96f2b643b4c840fe7b14f844808b10838c3fbc58d6ebfadd4a7701eddaf2a#rd
323,万般美好，已在心中,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553762&idx=2&sn=df496858538b44f355b0ed14a17ba58d&chksm=f7ebc4afc09c4db97fe4fed00175ac19802d4d536e1a281b50d9886dcf8d4993cc3dc18ec966#rd
324,每日听写|8.17,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553762&idx=3&sn=f3d0948ea5a9ad399ed43391e3f3cb8e&chksm=f7ebc4afc09c4db94c1c9ece443dceb6f96f4b586842fed3e39b9b34840c71fe9ebb22abdd26#rd
325,我们一起神翻译|8.17,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553762&idx=4&sn=2ab2e1d84319d9c0a30bf1a56e10bd78&chksm=f7ebc4afc09c4db9d27bd760feafe7d0ab31f912500ca1a8d1a7c0b40d18fa124ab6ef59dc93#rd
326,每日一句|8.17,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553762&idx=5&sn=aa3d0fe6acb8f3f4173d3f0149ad30ef&chksm=f7ebc4afc09c4db9588745e56843a68db1a1c2264a61e00ff1903ec35b9107d6d5a0a5bf5ae4#rd
327,8.16早读 | 做到这几点，你会越来越幸运,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553685&idx=1&sn=332a02a6a4790fa9e131ceac082dccb4&chksm=f7ebc4d8c09c4dcec2b30776d2d15eb04f10d029847e81cc6ec17eb3b6675bdd11dd82150c2f#rd
328,【老外说】了解素食主义者,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553685&idx=2&sn=86c73752d1ef6b512a1915ef58f23c6e&chksm=f7ebc4d8c09c4dce79444e01d9199c8626e5242edfe94de43e93730f743b4cf8411b7ebcf0a9#rd
329,每日听写|8.16,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553685&idx=3&sn=36aba345b008a18b26e5bb0fb1dd568a&chksm=f7ebc4d8c09c4dceb95ce8bf0dc500e38bbf5661a9effd2a6f2aa22ce1cffcd62a8ffabfb362#rd
330,我们一起神翻译|8.16,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553685&idx=4&sn=fe7122eeab889d37ceb98250c8138d92&chksm=f7ebc4d8c09c4dce710d3044bbc32d11c442ad8fcedb5f95d0d14f542ada308be2e57c169a55#rd
331,每日一句|8.16,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553685&idx=5&sn=b22a4cb58d5946f97622f0f78885cc0b&chksm=f7ebc4d8c09c4dceefdf075b541e45a030f41508544bfc5e32c8a27a13ccf3f942434f12e0f1#rd
332,Gwen为你读：春逝（拜伦）,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553632&idx=1&sn=f06ac1e571a9e2f3156b1efe07565751&chksm=f7ebc32dc09c4a3b28cbedb6bd299ad0dc77d3f9aae36475490874f6bb4362539927dcbe3438#rd
333,8.15早读 | 放弃寻找“足够”吧，因为无论多少都不会足够,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553632&idx=2&sn=650763de1a1e4edc288014121554f1d2&chksm=f7ebc32dc09c4a3b6ef2fe6dea23e6247d10e6f1030dfca71789892ef2f5b1b5eedf97ccbc3a#rd
334,每日听写|闻香识女人14,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553632&idx=3&sn=dc7efc47f6df48831da5bdbeccdb83ff&chksm=f7ebc32dc09c4a3b75c097dd09ab9e10744093e898403ed00f0724ced715bfc61a66bec75202#rd
335,听歌学英文| (They Long to Be) Close to You,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553606&idx=1&sn=73b736584d5dfa2bd5e7d0a5f6a4fc0d&chksm=f7ebc30bc09c4a1db8be0071e1929a60dfee1c08ac177965e3e476c3915212edb1b2bdd01385#rd
336,8.14早读 | 我们的生命如同小溪，向同一条河流奔去,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553606&idx=2&sn=247a0cc507cd9079620d3d02eb75016d&chksm=f7ebc30bc09c4a1dc366ffd2d8450efa0549d92b2ea6c28833d86d5793b33b3861c8575605a5#rd
337,每日听写8.9-8.13中级汇总,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553606&idx=3&sn=9449743f3289934a0f08b4eeae7d40ab&chksm=f7ebc30bc09c4a1dc7f465eaf258d50b4f9b9b2ec4029c8228d5ef62229ff0bc09cebce586fe#rd
338,8.13早读 | 七夕节——中国的情人节,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553589&idx=1&sn=e74de616404df26188e6cb90b435910c&chksm=f7ebc378c09c4a6e9978a6b4b74e6691d19d3ebc6edbbb260f4e85473fca18b67cfdaaab5cb7#rd
339,七夕，你表白了嘛？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553589&idx=2&sn=5c88462caecd5dccc2b12a03da8ac99e&chksm=f7ebc378c09c4a6e874115a49d4bcf9097284f8156b2eda258d7f4475a10c7d63e39ce35f45b#rd
340,每日听写|8.13,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553589&idx=3&sn=d6683c2642889bbb18a6d20eb1c744a5&chksm=f7ebc378c09c4a6efc2aab9c082f094e9254c14aae67c31f1c6e3d6df56462bcbe48afa86a4b#rd
341,我们一起神翻译|8.13,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553589&idx=4&sn=c238b2d6465f784267cfc35ae8239e38&chksm=f7ebc378c09c4a6ebd07803e1ec3d1e22b2f0a0f48f4ac57ac26790167a9b369446cee01aa81#rd
342,每日一句|8.13,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553589&idx=5&sn=b860abd2274c5bcefa669a5e8ee86c6c&chksm=f7ebc378c09c4a6e17f0081a3cdf9fb8cb068511311ae96b9e1c7b88f64e30396b5e175b6301#rd
343,8.12早读 | 我们一生中没那么多可关心的事情，遇到了就要把握住,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553541&idx=1&sn=2404e241164a7ea254931f3f3a4bbfca&chksm=f7ebc348c09c4a5e539ca5f8362c943fb472da802c26736f0e6052f5c11fec19f94c885faffd#rd
344,“过气明星”用英文怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553541&idx=2&sn=44fab9126d0e03ad88e5c89c0a3b83e8&chksm=f7ebc348c09c4a5e3d66ab3b5f50eb12d3a7d2a6c5662c339f89efc99b557316a749e21d3108#rd
345,每日听写|8.12,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553541&idx=3&sn=0ad62c3c95f63226577ad8c84dbf8aee&chksm=f7ebc348c09c4a5eefff4c292019db17ba6587d593ba999886c5464ff936d7a2681a2029853e#rd
346,我们一起神翻译|8.12,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553541&idx=4&sn=d65bc6835caca6521d504e358466595e&chksm=f7ebc348c09c4a5e228108bd84e1b2908f7a54197711cdd83e1f5ff37acf66fcc70b7e61f65d#rd
347,每日一句|8.12,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553541&idx=5&sn=fa9603ed367f5898ecb78610bc3c9984&chksm=f7ebc348c09c4a5eb034485f702190e5e9b3bccb56a33efdddc40fd821921c9a3d7a4a7ed0cd#rd
348,8.11早读 | 当习惯了特权，平等就像是压迫,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553517&idx=1&sn=8122c3b622b5bdc00ca8a5619c120672&chksm=f7ebc3a0c09c4ab61a0e7614bddf69cc53dde661190cd4c822bd0e92989773e8c92689278a88#rd
349,每日听写|8.11,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553517&idx=2&sn=bbfaae2af6532d46acdcec397dcda1ab&chksm=f7ebc3a0c09c4ab6ea475f0f8e458fecdcf6c1f3c24d0b8fcdac63d7b56452a6a361a428a1f4#rd
350,我们一起神翻译|8.11,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553517&idx=3&sn=589b34446d9f0ea2f3086086192ea229&chksm=f7ebc3a0c09c4ab690a6127c0fc8c2444ee3ab61e1f9a1b6f44ba31f9028f4d564af8bf5e8aa#rd
351,每日一句|8.11,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553517&idx=4&sn=ac3fc84657c0a65927093b4588bff7b4&chksm=f7ebc3a0c09c4ab60770c20346489948042919b83d7ba5bab6df860df0c81eadcf84d67f5c35#rd
352,8.10早读 | 一切尽在不言中,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553470&idx=1&sn=fd925c0174aa2fc36e5a452b1b90f5fc&chksm=f7ebc3f3c09c4ae515f7c54e1d346175344d2cbb3b06ee37fcd2b2d9a1c23f9715b83d0d52dc#rd
